0, 2, 0, 0, 2, 0, 0, 4, 0, 3, 0, 2, 0, 3, 0, 3, 0, 0, 2, 1, 3, 6, 4, 0, 0, 0, 0, 0, 3, 2, 0, 0, 3, 0, 5, 0, 0, 0, 0, 3, 0, 0, 6, 1, 3, 0, 2, 4, 2, 0, 1, 2, 3, 1, 9, 45, 8, 0, 0, 0, 4, 4, 4, 0, 3, 1, 2, 0, 3, 0, 19, 85, 3, 2, 2, 5, 0, 2, 1, 0, 0, 0, 4, 26, 65, 75, 80, 121, 66, 74, 75, 61, 20, 3, 0, 3, 0, 3, 1, 3, 9, 10, 32, 75, 11, 13, 19, 18, 3, 0, 1, 0, 2, 0, 0, 6, 1, 0, 25, 58, 3, 0, 3, 2, 0, 0, 6, 0, 0, 4, 3, 0, 0, 4, 23, 61, 0, 2, 1, 0, 2, 1, 0, 3, 3, 0, 0, 3, 1, 0, 37, 105, 55, 35, 31, 22, 0, 0, 8, 0, 2, 0, 1, 1, 0, 0, 15, 60, 58, 54, 69, 55, 8, 0, 8, 3, 0, 1, 2, 0, 4, 4, 0, 3, 1, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 4, 4, 0, 3, 0, 5, 1, 0, 1, 0, 0, 7, 1, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 2, 1, 0, 0, 0, 4, 1, 2, 6, 1, 0, 4, 0, 1, 2, 0, 1, 5, 1, 5, 0, 0, 0, 0, 1, 0, 2, 0, 1, 2, 2, 1, 0, 0, 1, 0
0, 1, 0, 0, 5, 0, 0, 2, 1, 0, 4, 0, 0, 2, 0, 2, 0, 2, 2, 3, 0, 2, 1, 0, 1, 0, 0, 1, 2, 4, 2, 0, 0, 1, 1, 3, 0, 2, 1, 0, 2, 0, 0, 9, 0, 0, 5, 0, 0, 1, 0, 0, 4, 3, 0, 0, 1, 4, 1, 33, 0, 0, 2, 1, 0, 2, 0, 0, 25, 10, 0, 3, 0, 4, 4, 63, 7, 3, 0, 0, 0, 2, 1, 2, 40, 17, 0, 3, 1, 0, 3, 72, 4, 4, 0, 0, 0, 1, 0, 3, 39, 21, 1, 0, 3, 0, 10, 73, 0, 1, 0, 2, 2, 2, 0, 4, 31, 22, 5, 1, 0, 1, 25, 80, 3, 0, 1, 0, 0, 4, 0, 0, 31, 28, 0, 7, 1, 0, 47, 69, 2, 0, 5, 1, 0, 2, 0, 4, 18, 50, 6, 0, 0, 21, 54, 53, 0, 15, 0, 0, 2, 1, 0, 4, 5, 51, 27, 7, 25, 50, 16, 43, 2, 0, 9, 1, 0, 5, 2, 4, 0, 16, 49, 51, 37, 14, 10, 41, 3, 6, 0, 4, 1, 1, 0, 4, 7, 0, 8, 0, 7, 0, 4, 31, 2, 0, 5, 0, 0, 0, 3, 1, 1, 2, 0, 8, 0, 0, 5, 4, 0, 3, 4, 3, 2, 0, 0, 0, 1, 8, 0, 0, 2, 0, 3, 0, 3, 8, 0, 1, 1, 2, 0, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 3, 1
5, 0, 3, 1, 2, 0, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 5, 0, 2, 0, 0, 2, 1, 4, 0, 13, 12, 0, 0, 0, 2, 0, 3, 0, 1, 1, 2, 2, 31, 4, 4, 21, 35, 0, 2, 0, 2, 0, 0, 1, 0, 1, 0, 27, 46, 0, 0, 13, 50, 0, 3, 0, 3, 0, 1, 1, 2, 0, 3, 58, 16, 0, 0, 5, 49, 9, 2, 0, 1, 0, 0, 3, 0, 0, 32, 46, 0, 2, 0, 2, 32, 32, 0, 1, 0, 0, 0, 3, 0, 12, 50, 13, 2, 2, 0, 0, 14, 50, 0, 4, 0, 3, 3, 0, 2, 37, 34, 1, 1, 0, 0, 0, 3, 48, 20, 3, 4, 0, 1, 2, 20, 43, 6, 0, 7, 1, 1, 6, 0, 16, 50, 0, 1, 2, 0, 11, 57, 9, 0, 5, 1, 0, 0, 2, 1, 0, 49, 22, 3, 1, 15, 65, 12, 2, 5, 0, 0, 2, 0, 0, 6, 0, 13, 51, 0, 6, 53, 27, 1, 0, 0, 3, 0, 2, 2, 4, 0, 0, 0, 50, 21, 42, 33, 0, 5, 0, 1, 0, 7, 0, 0, 5, 0, 0, 6, 23, 65, 45, 2, 0, 2, 4, 0, 6, 0, 5, 0, 3, 3, 0, 0, 0, 46, 6, 5, 0, 0, 7, 0, 0, 7, 0, 3, 3, 0, 2, 0, 2, 0, 0, 0, 3, 0, 0, 3, 0, 1, 0, 2
3, 0, 6, 0, 2, 1, 0, 6, 0, 3, 1, 4, 0, 3, 0, 1, 0, 0, 2, 0, 0, 5, 0, 0, 0, 1, 0, 0, 6, 2, 2, 0, 2, 3, 0, 0, 6, 0, 4, 4, 17, 1, 3, 0, 0, 1, 0, 2, 11, 25, 0, 0, 5, 0, 1, 29, 65, 2, 1, 0, 11, 31, 3, 0, 10, 48, 3, 5, 0, 3, 1, 49, 66, 3, 0, 2, 35, 34, 1, 0, 1, 42, 25, 0, 1, 1, 19, 42, 36, 16, 0, 2, 47, 5, 0, 5, 0, 16, 44, 1, 6, 0, 41, 19, 31, 31, 0, 12, 47, 1, 2, 2, 2, 0, 44, 20, 0, 5, 50, 3, 24, 29, 3, 29, 29, 2, 3, 0, 0, 0, 11, 47, 4, 17, 40, 0, 7, 47, 3, 45, 11, 2, 0, 2, 0, 2, 2, 35, 24, 35, 22, 1, 0, 39, 17, 47, 4, 0, 2, 0, 2, 0, 1, 13, 59, 49, 12, 0, 1, 32, 54, 43, 0, 0, 5, 0, 2, 0, 4, 0, 55, 36, 4, 0, 1, 20, 74, 24, 0, 1, 4, 0, 0, 5, 1, 0, 11, 8, 0, 2, 0, 6, 44, 5, 0, 2, 0, 1, 0, 2, 2, 1, 0, 0, 2, 0, 0, 3, 0, 2, 5, 0, 0, 0, 0, 0, 4, 0, 7, 4, 6, 0, 4, 4, 0, 4, 5, 0, 2, 0, 0, 2, 2, 1, 0, 4, 0, 6, 0, 0, 9, 0, 0, 0, 4, 0, 3
0, 2, 0, 3, 7, 0, 7, 0, 4, 1, 0, 0, 5, 0, 1, 0, 1, 9, 0, 5, 0, 5, 0, 4, 0, 3, 0, 4, 12, 28, 5, 2, 2, 25, 36, 3, 2, 0, 4, 2, 1, 5, 0, 4, 55, 28, 3, 0, 6, 3, 48, 33, 0, 1, 3, 0, 5, 0, 17, 62, 17, 2, 0, 3, 0, 3, 2, 41, 40, 3, 2, 2, 0, 31, 61, 3, 0, 1, 3, 0, 1, 2, 0, 5, 42, 43, 0, 5, 40, 46, 0, 5, 0, 2, 1, 0, 2, 1, 0, 2, 0, 42, 34, 21, 51, 1, 5, 0, 5, 0, 0, 5, 0, 2, 2, 0, 7, 2, 62, 80, 0, 5, 0, 5, 0, 1, 4, 0, 1, 2, 0, 2, 1, 15, 45, 50, 29, 2, 0, 0, 5, 3, 0, 1, 0, 0, 13, 0, 9, 57, 15, 0, 54, 32, 3, 0, 5, 0, 0, 3, 1, 0, 0, 6, 52, 13, 6, 2, 0, 50, 29, 0, 1, 3, 3, 0, 0, 4, 10, 55, 18, 0, 0, 7, 1, 2, 45, 35, 2, 0, 11, 0, 0, 0, 39, 32, 0, 3, 3, 0, 0, 4, 4, 44, 60, 0, 1, 0, 2, 2, 12, 0, 4, 4, 0, 7, 1, 0, 0, 0, 24, 8, 1, 5, 6, 0, 7, 0, 0, 5, 0, 0, 1, 0, 9, 0, 0, 1, 3, 0, 0, 9, 0, 2, 3, 0, 2, 4, 1, 4, 0, 4, 1, 1, 0, 4, 4
4, 3, 0, 1, 5, 0, 1, 0, 0, 4, 0, 0, 4, 0, 0, 1, 0, 5, 6, 0, 0, 13, 0, 6, 3, 0, 3, 0, 1, 4, 0, 1, 8, 0, 4, 5, 5, 0, 5, 0, 0, 1, 16, 20, 0, 1, 4, 0, 1, 0, 0, 31, 23, 9, 3, 3, 0, 0, 45, 29, 0, 0, 4, 0, 0, 0, 0, 7, 57, 35, 0, 3, 2, 5, 60, 1, 5, 0, 0, 1, 2, 1, 2, 0, 0, 43, 44, 4, 0, 37, 36, 0, 5, 1, 0, 1, 0, 3, 0, 1, 3, 0, 33, 53, 23, 50, 5, 7, 2, 0, 3, 0, 0, 2, 2, 0, 2, 5, 0, 17, 75, 27, 0, 1, 0, 0, 3, 0, 3, 0, 3, 2, 0, 1, 0, 16, 46, 6, 0, 2, 0, 4, 0, 0, 0, 6, 3, 1, 5, 0, 3, 58, 17, 0, 1, 1, 0, 2, 0, 3, 6, 3, 0, 0, 0, 2, 25, 47, 0, 0, 5, 2, 0, 2, 0, 2, 0, 1, 4, 2, 6, 4, 62, 18, 3, 2, 4, 0, 1, 4, 0, 0, 5, 0, 0, 2, 0, 50, 23, 0, 3, 1, 0, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 5, 4, 0, 0, 0, 0, 1, 3, 0, 0, 2, 3, 0, 0, 2, 2, 0, 5, 2, 0, 1, 1, 3, 1, 0, 0, 0, 1, 1, 6, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 5
5, 1, 0, 4, 0, 4, 1, 0, 1, 0, 3, 5, 0, 1, 1, 0, 0, 1, 3, 3, 0, 0, 1, 0, 2, 6, 0, 2, 2, 0, 0, 2, 4, 0, 0, 0, 5, 6, 4, 0, 3, 0, 4, 6, 0, 0, 3, 3, 2, 0, 1, 0, 5, 0, 0, 4, 2, 2, 8, 1, 0, 7, 5, 0, 3, 0, 1, 14, 43, 51, 52, 50, 48, 46, 43, 86, 25, 1, 0, 3, 0, 5, 4, 0, 4, 3, 0, 0, 0, 10, 51, 25, 0, 3, 1, 2, 1, 3, 0, 0, 2, 1, 0, 7, 32, 59, 7, 0, 0, 8, 0, 0, 0, 1, 0, 7, 3, 0, 6, 38, 46, 0, 0, 0, 5, 0, 5, 0, 0, 1, 0, 0, 4, 11, 55, 37, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 5, 1, 18, 60, 7, 0, 1, 0, 0, 1, 2, 0, 1, 5, 2, 1, 0, 4, 89, 50, 41, 46, 45, 40, 46, 44, 38, 12, 2, 0, 0, 5, 0, 0, 8, 2, 15, 2, 11, 7, 12, 15, 14, 0, 0, 1, 7, 0, 5, 5, 4, 0, 0, 4, 3, 2, 0, 1, 0, 0, 0, 7, 3, 0, 0, 10, 0, 7, 11, 0, 0, 1, 0, 5, 0, 4, 0, 0, 2, 2, 4, 0, 0, 4, 0, 1, 2, 2, 1, 1, 0, 2, 1, 0, 0, 2, 0, 7, 0, 0, 3, 2, 2, 0, 0, 0, 4, 0, 1, 0, 6
3, 0, 2, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 2, 6, 7, 30, 8, 0, 2, 4, 4, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 42, 12, 0, 2, 0, 0, 3, 1, 0, 1, 0, 4, 35, 47, 49, 42, 79, 46, 40, 43, 39, 38, 40, 28, 7, 0, 0, 0, 13, 14, 11, 5, 51, 17, 9, 14, 13, 16, 25, 18, 3, 0, 0, 2, 0, 0, 3, 0, 51, 7, 1, 3, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 4, 0, 46, 12, 0, 2, 3, 3, 1, 0, 0, 1, 0, 0, 4, 0, 2, 1, 35, 24, 3, 0, 0, 1, 0, 1, 2, 0, 2, 3, 0, 5, 0, 1, 31, 32, 0, 3, 4, 2, 1, 2, 2, 0, 0, 0, 0, 5, 1, 0, 16, 45, 2, 0, 0, 0, 0, 0, 1, 4, 3, 0, 1, 0, 2, 2, 13, 61, 38, 42, 50, 49, 31, 8, 0, 2, 1, 0, 3, 0, 3, 3, 0, 27, 19, 11, 6, 7, 6, 0, 0, 4, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2, 5, 4, 0, 0, 3, 0, 0, 3, 1, 0, 7, 5, 0, 3, 6, 2, 0, 0, 2, 5, 0, 1, 0, 5, 4, 0, 0, 0, 2, 2, 1, 0, 1, 3, 2, 0, 0, 3, 0, 0, 1, 4, 3, 4, 0, 0, 1, 0, 0, 0, 0, 2, 0
0, 2, 5, 0, 1, 2, 0, 1, 0, 7, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 3, 0, 2, 0, 1, 0, 0, 1, 0, 0, 2, 0, 2, 0, 1, 12, 2, 0, 3, 0, 3, 0, 9, 16, 0, 0, 3, 0, 0, 5, 10, 36, 0, 1, 0, 2, 1, 1, 27, 41, 2, 0, 2, 0, 0, 6, 21, 45, 0, 0, 0, 2, 0, 1, 37, 58, 0, 3, 0, 0, 1, 1, 28, 34, 2, 0, 3, 0, 2, 0, 42, 62, 0, 6, 0, 0, 2, 0, 33, 24, 1, 0, 3, 0, 3, 0, 51, 61, 0, 4, 2, 1, 1, 1, 37, 26, 0, 2, 1, 0, 1, 0, 61, 61, 0, 0, 1, 1, 2, 2, 32, 26, 0, 0, 4, 3, 7, 0, 72, 49, 1, 2, 2, 4, 0, 0, 33, 27, 2, 5, 0, 0, 1, 12, 66, 45, 0, 4, 1, 0, 1, 7, 36, 32, 0, 5, 5, 4, 0, 26, 46, 40, 3, 0, 6, 4, 5, 0, 8, 66, 5, 0, 0, 0, 11, 68, 11, 48, 0, 2, 1, 0, 0, 1, 6, 34, 65, 31, 35, 48, 68, 10, 0, 49, 0, 6, 0, 0, 0, 0, 0, 3, 6, 26, 20, 17, 0, 7, 6, 49, 2, 1, 1, 0, 1, 0, 3, 3, 0, 7, 0, 2, 2, 0, 0, 5, 3, 0, 5, 0, 1, 2, 0, 2, 0, 2, 5, 0, 0, 3, 0, 0, 0, 7, 0, 2, 1
1, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 2, 2, 0, 1, 16, 6, 0, 0, 0, 2, 0, 3, 3, 2, 0, 0, 6, 0, 23, 0, 43, 20, 7, 2, 1, 0, 2, 0, 2, 1, 1, 2, 7, 28, 46, 3, 8, 60, 5, 8, 0, 0, 0, 0, 1, 0, 3, 3, 0, 57, 21, 0, 0, 21, 54, 0, 4, 4, 0, 2, 2, 0, 5, 0, 19, 52, 0, 6, 0, 1, 42, 31, 2, 2, 2, 1, 0, 1, 3, 0, 56, 23, 2, 1, 5, 0, 4, 60, 0, 2, 0, 1, 0, 0, 0, 17, 47, 0, 1, 0, 0, 9, 0, 40, 39, 0, 5, 0, 0, 0, 0, 47, 20, 6, 1, 3, 0, 0, 4, 0, 58, 4, 0, 0, 0, 3, 18, 53, 3, 0, 2, 0, 3, 2, 1, 0, 32, 38, 0, 0, 10, 0, 49, 16, 0, 7, 0, 0, 4, 3, 0, 0, 4, 50, 23, 10, 0, 21, 49, 2, 0, 1, 3, 0, 2, 0, 3, 1, 0, 22, 52, 0, 2, 59, 16, 0, 4, 0, 3, 0, 0, 0, 3, 0, 3, 0, 44, 39, 45, 36, 0, 0, 4, 1, 1, 0, 0, 2, 0, 0, 8, 0, 9, 64, 40, 0, 1, 5, 0, 0, 3, 0, 0, 4, 0, 0, 4, 4, 0, 5, 2, 2, 2, 2, 1, 0, 0, 3, 0, 2, 2, 0, 0, 0, 5, 0, 1, 1, 0, 0, 2, 1, 0, 2
7, 0, 1, 1, 0, 2, 0, 0, 4, 0, 0, 3, 0, 4, 5, 0, 0, 3, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 4, 4, 0, 4, 6, 0, 1, 3, 1, 0, 0, 13, 28, 0, 1, 2, 1, 0, 29, 6, 44, 11, 2, 0, 0, 2, 5, 49, 62, 0, 1, 3, 0, 1, 65, 3, 40, 33, 0, 1, 3, 3, 0, 67, 59, 3, 0, 0, 3, 22, 52, 0, 6, 52, 1, 3, 3, 1, 0, 63, 46, 1, 2, 0, 0, 46, 20, 1, 1, 46, 24, 0, 0, 0, 13, 60, 44, 4, 3, 3, 0, 53, 7, 1, 0, 13, 50, 4, 0, 1, 22, 37, 44, 14, 0, 1, 14, 49, 3, 0, 2, 1, 49, 18, 0, 2, 30, 27, 24, 35, 1, 0, 40, 30, 0, 4, 0, 0, 22, 46, 1, 0, 52, 8, 18, 46, 0, 0, 53, 6, 2, 0, 2, 2, 4, 54, 13, 3, 60, 0, 5, 49, 7, 17, 52, 2, 0, 4, 2, 0, 0, 25, 38, 25, 37, 0, 2, 56, 0, 34, 28, 0, 7, 0, 0, 0, 0, 2, 59, 54, 12, 0, 0, 40, 40, 53, 7, 2, 3, 0, 0, 6, 3, 0, 39, 42, 0, 3, 0, 5, 77, 42, 0, 8, 0, 5, 0, 4, 0, 0, 4, 7, 0, 1, 8, 0, 27, 3, 0, 1, 5, 0, 2, 1, 0, 3, 0, 0, 3, 3, 1, 0, 0, 0, 1, 2, 0, 3, 3
1, 0, 3, 3, 1, 2, 0, 0, 0, 3, 0, 3, 0, 0, 2, 0, 5, 9, 2, 6, 0, 4, 0, 4, 0, 0, 6, 0, 23, 7, 8, 0, 0, 25, 41, 0, 8, 4, 1, 3, 1, 2, 0, 43, 51, 1, 0, 0, 0, 0, 53, 29, 0, 5, 1, 0, 0, 3, 38, 46, 4, 7, 3, 0, 2, 0, 1, 52, 20, 1, 0, 4, 0, 20, 54, 1, 0, 0, 7, 6, 1, 4, 0, 5, 60, 19, 0, 2, 20, 55, 11, 0, 2, 9, 0, 0, 0, 0, 5, 3, 3, 57, 9, 18, 58, 6, 1, 0, 7, 0, 0, 2, 0, 7, 0, 1, 5, 4, 71, 53, 6, 0, 7, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 9, 75, 53, 2, 8, 0, 3, 4, 0, 0, 3, 0, 6, 4, 1, 16, 59, 1, 25, 52, 0, 4, 0, 0, 0, 5, 0, 3, 0, 0, 15, 56, 11, 4, 0, 28, 45, 3, 7, 5, 0, 6, 8, 3, 0, 3, 57, 15, 0, 5, 2, 3, 49, 38, 0, 2, 6, 0, 0, 1, 2, 57, 26, 0, 7, 0, 1, 5, 0, 55, 51, 3, 0, 2, 0, 0, 9, 38, 0, 3, 4, 0, 1, 0, 6, 0, 45, 41, 4, 0, 6, 2, 2, 0, 6, 0, 4, 0, 8, 0, 6, 2, 0, 8, 0, 9, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 4, 0, 3, 4
0, 0, 3, 2, 0, 0, 4, 0, 4, 0, 2, 0, 1, 0, 7, 0, 1, 1, 4, 0, 0, 2, 0, 4, 0, 3, 0, 3, 1, 38, 11, 5, 0, 34, 34, 0, 6, 0, 1, 0, 0, 2, 1, 0, 17, 57, 0, 6, 5, 0, 58, 22, 0, 5, 0, 1, 0, 6, 0, 0, 59, 12, 8, 0, 0, 3, 0, 52, 28, 0, 5, 0, 2, 0, 0, 31, 45, 0, 0, 3, 3, 5, 1, 6, 55, 26, 0, 0, 1, 5, 3, 59, 7, 0, 4, 1, 0, 0, 6, 0, 4, 53, 20, 5, 6, 0, 42, 27, 0, 1, 3, 0, 0, 5, 0, 2, 0, 1, 62, 15, 1, 16, 51, 4, 0, 3, 1, 0, 7, 0, 3, 1, 0, 5, 13, 64, 16, 52, 10, 3, 2, 0, 1, 0, 0, 3, 1, 1, 1, 0, 6, 0, 71, 51, 3, 0, 0, 2, 1, 0, 0, 4, 0, 1, 3, 3, 0, 9, 53, 13, 0, 2, 2, 3, 0, 0, 1, 0, 2, 0, 0, 0, 12, 52, 18, 0, 4, 4, 0, 0, 3, 1, 0, 0, 7, 0, 0, 4, 46, 30, 6, 0, 5, 1, 1, 0, 6, 0, 1, 4, 0, 1, 1, 41, 38, 0, 0, 0, 0, 0, 6, 0, 4, 0, 2, 6, 0, 2, 3, 47, 7, 2, 6, 5, 1, 0, 1, 0, 3, 4, 0, 1, 3, 2, 0, 5, 0, 1, 0, 0, 3, 1, 0, 2, 1, 0, 5
